SPECIES;DETERMINED AS;NAME;LAT;LONG;MAX_AGE;MIN_AGE;MIS;PERIOD;EARLY_INTERVALL;LATE_INTERVALL;COUNTRY;STATE;REFERENCE;NOTIZ;;
Mammuthus columbi;Mammuthus imperator;Barranca Piedras Negras;20.050833;-98.623055;0.126;0.0117;5-1;;Late Pleistocene;;MX;;V.M. Bravo-Cuevas, F. Rivals, and J. Presto-Vargas. 2017. Paleoecology (C13 and O18 stable isotopes analysis) of a mammalian assemblage from the Late Pleistocene of Hidalgo, central Mexico and implications for a better understanding of environmental conditions in temperate North America (18 degrees - 36 degrees N Lat.). Palaeogeography, Palaeoclimatology, Palaeoecology 485:632-643;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Barranca Piedras Negras;20.050833;-98.623055;0.126;0.0117;;;Late Pleistocene;;MX;Hidalgo;V.M. Bravo-Cuevas, F. Rivals, and J. Presto-Vargas. 2017. Paleoecology (C13 and O18 stable isotopes analysis) of a mammalian assemblage from the Late Pleistocene of Hidalgo, central Mexico and implications for a better understanding of environmental conditions in temperate North America (18 degrees - 36 degrees N Lat.). Palaeogeography, Palaeoclimatology, Palaeoecology 485:632-643;;;
Mammuthus columbi;Mammuthus columbi;La Cinta-Portalitos;20.085776;-101.159295;0.16;0.0095;5-1;;Rancholabrean North American Land Mammal Age (NALMA);;;;"Mayte, Gutiérrez-Bedolla; García-Zepeda, María Luisa; López-García, Ramón; Arroyo-Cabrales, Joaquín; Marín-Leyva, Alejandro H.; Meléndez-Herrera, Esperanza; Fuentes-Farías, Alma Lilia (2016): Diet and habitat of Mammuthus columbi (Falconer, 1857) from two Late Pleistocene localities in central western Mexico. In: Quaternary International 406, S. 137–146. DOI: 10.1016/j.quaint.2015.08.022."; Alma Lilia (2016): Diet and habitat of Mammuthus columbi (Falconer; 1857) from two Late Pleistocene localities in central western Mexico. In: Quaternary International 406; S. 137–146. DOI: 10.1016/j.quaint.2015.08.022.
Mammuthus columbi;Mammuthus columbi;Barranca El Berrendo;20.185284;-98.769070;0.126;0.012;5-1;;Late Pleistocene;;MX;Hidalgo;"Bravo-Cuevas, Victor Manuel; Ortiz-Caballero, Elizabeth; Jiménez-Hidalgo, Eduardo; Barrón-Ortiz, Christina I.; Theodor, Jessica M. (2020): Taxonomía y hábito alimentario de ejemplares de Mammuthus columbi (Proboscidea: Elephantidae) del centro y sur de México. In: BSGM 72 (1). DOI: 10.18268/BSGM2020v72n1a141019.";;;
Mammuthus columbi;Mammuthus columbi;Barranca Jagüey Viejo;20.185284;-98.769070;0.126;0.012;5-1;;Late Pleistocene;;MX;Hidalgo;"Bravo-Cuevas, Victor Manuel; Ortiz-Caballero, Elizabeth; Jiménez-Hidalgo, Eduardo; Barrón-Ortiz, Christina I.; Theodor, Jessica M. (2020): Taxonomía y hábito alimentario de ejemplares de Mammuthus columbi (Proboscidea: Elephantidae) del centro y sur de México. In: BSGM 72 (1). DOI: 10.18268/BSGM2020v72n1a141019.";;;
Mammuthus columbi;Mammuthus columbi;Ciudad Sahagún, Municipio de Tepeapulco;20.185284;-98.769070;0.126;0.012;5-1;;Late Pleistocene;;MX;Hidalgo;"Bravo-Cuevas, Victor Manuel; Ortiz-Caballero, Elizabeth; Jiménez-Hidalgo, Eduardo; Barrón-Ortiz, Christina I.; Theodor, Jessica M. (2020): Taxonomía y hábito alimentario de ejemplares de Mammuthus columbi (Proboscidea: Elephantidae) del centro y sur de México. In: BSGM 72 (1). DOI: 10.18268/BSGM2020v72n1a141019.";;;
Mammuthus columbi;Mammuthus columbi;El Barrio;20.185284;-98.769070;0.126;0.012;5-1;;Late Pleistocene;;MX;Hidalgo;"Bravo-Cuevas, Victor Manuel; Ortiz-Caballero, Elizabeth; Jiménez-Hidalgo, Eduardo; Barrón-Ortiz, Christina I.; Theodor, Jessica M. (2020): Taxonomía y hábito alimentario de ejemplares de Mammuthus columbi (Proboscidea: Elephantidae) del centro y sur de México. In: BSGM 72 (1). DOI: 10.18268/BSGM2020v72n1a141019.";;;
Mammuthus columbi;Mammuthus columbi;La Pinta de Vaquerías;20.185284;-98.769070;0.126;0.012;5-1;;Late Pleistocene;;MX;Hidalgo;"Bravo-Cuevas, Victor Manuel; Ortiz-Caballero, Elizabeth; Jiménez-Hidalgo, Eduardo; Barrón-Ortiz, Christina I.; Theodor, Jessica M. (2020): Taxonomía y hábito alimentario de ejemplares de Mammuthus columbi (Proboscidea: Elephantidae) del centro y sur de México. In: BSGM 72 (1). DOI: 10.18268/BSGM2020v72n1a141019.";;;
Mammuthus columbi;Mammuthus columbi;Las Cajas;20.185284;-98.769070;0.126;0.012;5-1;;Late Pleistocene;;MX;Hidalgo;"Bravo-Cuevas, Victor Manuel; Ortiz-Caballero, Elizabeth; Jiménez-Hidalgo, Eduardo; Barrón-Ortiz, Christina I.; Theodor, Jessica M. (2020): Taxonomía y hábito alimentario de ejemplares de Mammuthus columbi (Proboscidea: Elephantidae) del centro y sur de México. In: BSGM 72 (1). DOI: 10.18268/BSGM2020v72n1a141019.";;;
Mammuthus columbi;Mammuthus columbi;San Gabriel Azteca;20.185284;-98.769070;0.126;0.012;5-1;;Late Pleistocene;;MX;Hidalgo;"Bravo-Cuevas, Victor Manuel; Ortiz-Caballero, Elizabeth; Jiménez-Hidalgo, Eduardo; Barrón-Ortiz, Christina I.; Theodor, Jessica M. (2020): Taxonomía y hábito alimentario de ejemplares de Mammuthus columbi (Proboscidea: Elephantidae) del centro y sur de México. In: BSGM 72 (1). DOI: 10.18268/BSGM2020v72n1a141019.";;;
Mammuthus columbi;Mammuthus columbi;Singuilucan;20.185284;-98.769070;0.126;0.012;5-1;;Late Pleistocene;;MX;Hidalgo;"Bravo-Cuevas, Victor Manuel; Ortiz-Caballero, Elizabeth; Jiménez-Hidalgo, Eduardo; Barrón-Ortiz, Christina I.; Theodor, Jessica M. (2020): Taxonomía y hábito alimentario de ejemplares de Mammuthus columbi (Proboscidea: Elephantidae) del centro y sur de México. In: BSGM 72 (1). DOI: 10.18268/BSGM2020v72n1a141019.";;;
Mammuthus columbi;Mammuthus columbi;Lake Chapala;20.299999;-103.199997;0.01261;0.01251;1;W;Late Pleistocene;;MX;Jalisco;"S. G. Lucas. 2008. Late Cenozoic fossil mammals from the Chapala rift basin, Jalisco, Mexico. New Mexico Museum of Natural History and Science Bulletin 44:39-49    Israde-Alcántara, Isabel; Domínguez-Vázquez, G.; Gonzalez, S.; Bischoff, J.; West, A.; Huddart, D. (2018): Five Younger Dryas black mats in Mexico and their stratigraphic and paleoenvironmental context. In: J Paleolimnol 59 (1), S. 59–79. DOI: 10.1007/s10933-017-9982-y.";;;
Mammuthus columbi;Mammuthus imperator;Lake Chapala (main fossil level);20.299999;-103.199997;2.588;0.0117;;;Pleistocene;;MX;;S. G. Lucas. 2008. Late Cenozoic fossil mammals from the Chapala rift basin, Jalisco, Mexico. New Mexico Museum of Natural History and Science Bulletin 44:39-49;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Lake Chapala (main fossil level);20.299999;-103.199997;2.588;0.0117;;;Pleistocene;;MX;Jalisco;S. G. Lucas. 2008. Late Cenozoic fossil mammals from the Chapala rift basin, Jalisco, Mexico. New Mexico Museum of Natural History and Science Bulletin 44:39-49;;;
Mammuthus columbi;Mammuthus columbi;La Piedad-Santa Ana;20.360624;-101.973451;0.16;0.0095;5-1;;NALMA;;;;"Mayte, Gutiérrez-Bedolla; García-Zepeda, María Luisa; López-García, Ramón; Arroyo-Cabrales, Joaquín; Marín-Leyva, Alejandro H.; Meléndez-Herrera, Esperanza; Fuentes-Farías, Alma Lilia (2016): Diet and habitat of Mammuthus columbi (Falconer, 1857) from two Late Pleistocene localities in central western Mexico. In: Quaternary International 406, S. 137–146. DOI: 10.1016/j.quaint.2015.08.022.";;;
Mammuthus columbi;Mammuthus columbi;Vallee of Zacualco Mammoth;20.666668;-103.333336;2.588;0.0117;;;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;Vallee of Zacualco Mammoth;20.666668;-103.333336;2.588;0.0117;;;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Vallee of Zacualco Mammoth;20.666668;-103.333336;2.588;0.0117;;;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Laguna de las Cruces, San Luis Potosí;22.729273;-102.02918;0.12;0.0105;5.4-1;;Rancholabrean;;MX;;"PÉREZ-CRESPO, VÍCTOR ADRIÁN; SCHAAF, PETER; SOLÍS-PICHARDO, GABRIELA; Arroyo-Cabrales, Joaquín; ALVA-VALDIVIA, LUIS M.; TORRES-HERNÁNDEZ, JOSÉ RAMÓN (2016): Strontium isotopes and mobility of a Columbian mammoth (Mammuthus columbi ) population, Laguna de las Cruces, San Luis Potosí, México. In: Geol. Mag. 153 (4), S. 743–749. DOI: 10.1017/S001675681500103X.";;;
Mammuthus columbi;Mammuthus columbi;Cedral, San Luis Potosí;23.8166;-100.7166;0.033;0.0248;3-2;;Late Pleistocene;;MX;;"PÉREZ-CRESPO, VÍCTOR ADRIÁN; Arroyo-Cabrales, Joaquín; Benammi, Mouloud; Johnson, Eileen; Polaco, Oscar J.; Santos-Moreno, Antonio et al. (2012): Geographic variation of diet and habitat of the Mexican populations of Columbian Mammoth (Mammuthus columbi). In: Quaternary International 276-277, S. 8–16. DOI: 10.1016/j.quaint.2012.03.014."; S. 8–16. DOI: 10.1016/j.quaint.2012.03.014.;;
Mammuthus columbi;Mammuthus columbi;El Carrizal, Baja California Sur;23.847136;-110.326075;0.126;0.012;5-1;;Late Pleistocene;;MX;;Rochín-Bañaga, Heriberto (2017): Registro de Mammuthus columbi en el área de El Carrizal, Baja California Sur, México. In: BSGM 69 (2), S. 495–503. DOI: 10.18268/BSGM2017v69n2a12.;;;
Mammuthus columbi;Mammuthus columbi;Cutler Hammock [Cutler Fossil Site] [8DA2001];25.611111;-80.309722;0.02;0.01;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Monterrey, Nuevo León;25.666;-100.300;0.24;0.012;7-1;;Rancholabrean;;MX;;"PÉREZ-CRESPO, VÍCTOR ADRIÁN; Arroyo-Cabrales, Joaquín; Benammi, Mouloud; Johnson, Eileen; Polaco, Oscar J.; Santos-Moreno, Antonio et al. (2012): Geographic variation of diet and habitat of the Mexican populations of Columbian Mammoth (Mammuthus columbi). In: Quaternary International 276-277, S. 8–16. DOI: 10.1016/j.quaint.2012.03.014."; S. 8–16. DOI: 10.1016/j.quaint.2012.03.014.;;
Mammuthus columbi;Mammuthus columbi;Cutler Hammock;25.700001;-80.400002;0.126;0.0117;5-1;;Late Pleistocene;;US;Florida;S. D. Emslie and G. S. Morgan. 1995. Taphonomy of a late Pleistocene carnivore den, Dade County, Florida.  In D. W. Steadman and J. I. Mead (eds.), Late Quaternary Environments and Deep History: A Tribute to Paul Martin. Hot Springs: Mammoth Site of Hot Springs.;;;
Mammuthus columbi;Mammuthus imperator;Cutler Hammock;25.700001;-80.400002;0.126;0.0117;5-1;;Late Pleistocene;;US;Florida;S. D. Emslie and G. S. Morgan. 1995. Taphonomy of a late Pleistocene carnivore den, Dade County, Florida.  In D. W. Steadman and J. I. Mead (eds.), Late Quaternary Environments and Deep History: A Tribute to Paul Martin. Hot Springs: Mammoth Site of Hot Springs.;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Cutler Hammock;25.700001;-80.400002;0.126;0.0117;;;Late Pleistocene;;US;Florida;S. D. Emslie and G. S. Morgan. 1995. Taphonomy of a late Pleistocene carnivore den, Dade County, Florida.  In D. W. Steadman and J. I. Mead (eds.), Late Quaternary Environments and Deep History: A Tribute to Paul Martin. Hot Springs: Mammoth Site of Hot Springs.;;;
Mammuthus columbi;Mammuthus columbi;West Palm Beach;26.616667;-80.116667;0.025;0.015;2;K;;;;;;;;
Mammuthus columbi;Mammuthus columbi;West Palm Beach Site;26.700001;-80.166664;0.126;0.0117;5-1;NA;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;West Palm Beach Site;26.700001;-80.166664;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;West Palm Beach Site;26.700001;-80.166664;0.126;0.0117;;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Caloosahatchee River;26.702507;-81.778516;2.588;0.0117;;;Pleistocene;;US;Florida;E. H. Sellards. 1916. Fossil vertebrates from Florida: A new Miocene fauna;;;
Mammuthus columbi;Mammuthus columbi;Palm Beach Canal;26.829159;-80.26328;2.588;0.0117;;;Pleistocene;;US;Florida;E. H. Sellards. 1916. Fossil vertebrates from Florida: A new Miocene fauna;;;
Mammuthus columbi;Mammuthus columbi;El Mezquital, Baja California Sur;27.1666;-112.850;0.24;0.012;7-1;;Rancholabrean;;MX;;"PÉREZ-CRESPO, VÍCTOR ADRIÁN; Arroyo-Cabrales, Joaquín; Benammi, Mouloud; Johnson, Eileen; Polaco, Oscar J.; Santos-Moreno, Antonio et al. (2012): Geographic variation of diet and habitat of the Mexican populations of Columbian Mammoth (Mammuthus columbi). In: Quaternary International 276-277, S. 8–16. DOI: 10.1016/j.quaint.2012.03.014."; S. 8–16. DOI: 10.1016/j.quaint.2012.03.014.;;
Mammuthus columbi;Mammuthus columbi;Peace River 3A;27.17;-81.900002;0.126;0.0117;5-1;;Late Pleistocene;;US;Florida;;;;
Mammuthus columbi;Mammuthus imperator;Peace River 3A;27.17;-81.900002;0.126;0.0117;5-1;;Late Pleistocene;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Peace River 3A;27.17;-81.900002;0.126;0.0117;;;Late Pleistocene;;US;Florida;;;;
Mammuthus columbi;Mammuthus columbi;Sarasota Bay;27.350075;-82.552145;2.588;0.0117;;;Pleistocene;;US;Florida;E. H. Sellards. 1916. Fossil vertebrates from Florida: A new Miocene fauna;;;
Mammuthus columbi;Mammuthus columbi;;27.5;-82.5;0.126;0.0117;5-1;NA;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;;27.5;-82.5;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;;27.5;-82.5;0.126;0.0117;;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Vero;27.638332;-80.397499;0.126;0.0117;5-1;;Late Pleistocene;;US;Florida;;;;
Mammuthus columbi;Mammuthus imperator;Vero;27.638332;-80.397499;0.126;0.0117;5-1;;Late Pleistocene;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Vero;27.638332;-80.397499;0.126;0.0117;;;Late Pleistocene;;US;Florida;;;;
Mammuthus columbi;Mammuthus columbi;Fellsmere;27.77373;-80.610948;2.588;0.0117;;;Pleistocene;;US;Florida;E. H. Sellards. 1916. Fossil vertebrates from Florida: A new Miocene fauna;;;
Mammuthus columbi;Mammuthus columbi;Oldsmar Pit 1 (Pleistocene);27.799999;-82.800003;0.3;0.012;8-1;;Rancholabrean;;US;Florida;;;;
Mammuthus columbi;Mammuthus imperator;Oldsmar Pit 1 (Pleistocene);27.799999;-82.800003;0.3;0.012;9-1;;Rancholabrean;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Oldsmar Pit 1 (Pleistocene);27.799999;-82.800003;0.3;0.012;;;Rancholabrean;;US;Florida;;;;
Mammuthus columbi;Mammuthus columbi;Seminole Field;27.8;-82.75;0.11;0.0115;5.4-1;;;;;;;;;
Mammuthus columbi;Mammuthus imperator;Ingleside Site No. 1, Tedford Caliche Pit;27.883499;-97.188499;0.126;0.0117;5-1;;Late Pleistocene;;US;;Anonymous. 1940. The fourth quarterly report covering the quarter ending March 31, 1940 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. O.P. No. 665-66-3-233. State Serial No. 300-88. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Ingleside Site No. 1, Tedford Caliche Pit;27.883499;-97.188499;0.126;0.0117;;;Late Pleistocene;;US;Texas;Anonymous. 1940. The fourth quarterly report covering the quarter ending March 31, 1940 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. O.P. No. 665-66-3-233. State Serial No. 300-88. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus columbi;Ingleside, San Patricio;27.883499;-97.188499;0.126;0.0117;5-1;;Late Pleistocene;;US;Texas;"Rivals, Florent; Semprebon, Gina; Lister, Adrian (2012): An examination of dietary diversity patterns in Pleistocene proboscideans (Mammuthus, Palaeoloxodon, and Mammut) from Europe and North America as revealed by dental microwear. In: Quaternary International 255, S. 188–195. DOI: 10.1016/j.quaint.2011.05.036.";;;
Mammuthus columbi;Mammuthus columbi;Peace Creek;27.912403;-81.778760;2.588;0.0117;;;Pleistocene;;US;Florida;E. H. Sellards. 1916. Fossil vertebrates from Florida: A new Miocene fauna;;;
Mammuthus columbi;Mammuthus columbi;Melbourne [Golf Course Locality];28.066667;-82.683333;0.04;0.01;3-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Melbourne No. 2 Bed;28.083332;-80.599998;0.126;0.0117;5.5-1;;Late Pleistocene;;US;Florida;C. E. Ray. 1958. Additions to the Pleistocene mammalian fauna from Melbourne, Florida. Bulletin of the Museum of Comparative Zoology 119:419-449;;;
Mammuthus columbi;Mammuthus columbi;Melbourne No. 2 Bed;28.083332;-80.599998;0.126;0.0117;5.5-1;;Late Pleistocene;;US;Florida;C. E. Ray. 1958. Additions to the Pleistocene mammalian fauna from Melbourne, Florida. Bulletin of the Museum of Comparative Zoology 119:419-449;;;
Mammuthus columbi;Mammuthus imperator;Melbourne No. 2 Bed;28.083332;-80.599998;0.126;0.0117;5-1;;Late Pleistocene;;US;;C. E. Ray. 1958. Additions to the Pleistocene mammalian fauna from Melbourne, Florida. Bulletin of the Museum of Comparative Zoology 119:419-449;;;
Mammuthus columbi;Mammuthus imperator;Melbourne No. 2 Bed;28.083332;-80.599998;0.126;0.0117;5-1;;Late Pleistocene;;US;;C. E. Ray. 1958. Additions to the Pleistocene mammalian fauna from Melbourne, Florida. Bulletin of the Museum of Comparative Zoology 119:419-449;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Melbourne No. 2 Bed;28.083332;-80.599998;0.126;0.0117;;;Late Pleistocene;;US;Florida;C. E. Ray. 1958. Additions to the Pleistocene mammalian fauna from Melbourne, Florida. Bulletin of the Museum of Comparative Zoology 119:419-449;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Melbourne No. 2 Bed;28.083332;-80.599998;0.126;0.0117;;;Late Pleistocene;;US;Florida;C. E. Ray. 1958. Additions to the Pleistocene mammalian fauna from Melbourne, Florida. Bulletin of the Museum of Comparative Zoology 119:419-449;;;
Mammuthus columbi;Mammuthus columbi;Mathis Quarry, San Patricio County;28.086532;-97.843996;0.25;0.245;8;K;Chibanian;;US;Texas;"McDaniel, George E.; Jefferson, George T. (2006): Dental variation in the molars of Mammuthus columbi var. M. imperator (Proboscidea, Elephantidae) from a Mathis gravel quarry, southern Texas. In: Quaternary International 142-143, S. 166–177. DOI: 10.1016/j.quaint.2005.03.014.";;;
Mammuthus columbi;Mammuthus columbi;Aransas River, near Sinton;28.126944;-97.427498;2.588;0.0117;;;Pleistocene;;US;Texas;O. P. Hay. 1926. A collection of Pleistocene vertebrates from southwestern Texas. Proceedings of the United States National Museum 68(2625):1-18;;;
Mammuthus columbi;Mammuthus imperator;Aransas River, near Sinton;28.126944;-97.427498;2.588;0.0117;;;Pleistocene;;US;;O. P. Hay. 1926. A collection of Pleistocene vertebrates from southwestern Texas. Proceedings of the United States National Museum 68(2625):1-18;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Aransas River, near Sinton;28.126944;-97.427498;2.588;0.0117;;;Pleistocene;;US;Texas;O. P. Hay. 1926. A collection of Pleistocene vertebrates from southwestern Texas. Proceedings of the United States National Museum 68(2625):1-18;;;
Mammuthus columbi;Mammuthus imperator;Gulf Coast GC18IIIA;28.133333;-81.631667;1.8;0.9;;;;;US;;;;;
Mammuthus columbi;Mammuthus imperator;Gulf Coast GC18IV;28.133333;-81.631667;1.8;0.9;;;;;US;;;;;
Mammuthus columbi;Mammuthus columbi;Gulf Coast, Camp Rice fm;28.25918;-81.692504;1.8;0.9;;;Irvingtonian-1;;US;Florida;;;;
Mammuthus columbi;Mammuthus columbi;Gulf Coast, Sierra Ladrones fm;28.25918;-81.692504;1.8;0.9;;;Irvingtonian-1;;US;Florida;;;;
Mammuthus columbi;Mammuthus columbi;Berclair Terrace Site 1 [TMM-31019];28.5;-97.5;0.14;0.1;6-5;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Lucas Ranch, Goliad County Site 2;28.5387;-97.528198;2.588;0.0117;;;Pleistocene;;US;Texas;Anonymous. 1941. The ninth quarterly report covering the quarter ending June 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. O.P. No. 665-66-3-233. State Serial No. 300-88. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus imperator;Lucas Ranch, Goliad County Site 2;28.5387;-97.528198;2.588;0.0117;;;Pleistocene;;US;;Anonymous. 1941. The ninth quarterly report covering the quarter ending June 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. O.P. No. 665-66-3-233. State Serial No. 300-88. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Lucas Ranch, Goliad County Site 2;28.5387;-97.528198;2.588;0.0117;;;Pleistocene;;US;Texas;Anonymous. 1941. The ninth quarterly report covering the quarter ending June 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. O.P. No. 665-66-3-233. State Serial No. 300-88. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus columbi;Withlacoochee River;28.659468;-82.270457;2.588;0.0117;;NA;Pleistocene;;US;Florida;E. H. Sellards. 1916. Fossil vertebrates from Florida: A new Miocene fauna;;;
Mammuthus columbi;Mammuthus columbi;Friesenhahn Cave;29;-98.462502;0.126;0.0117;5-1;;Late Pleistocene;;US;Texas;E. H. Sellards. 1941. Final report covering the period from March 4, 1939 ro September 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus imperator;Friesenhahn Cave;29;-98.462502;0.126;0.0117;5-1;;Late Pleistocene;;US;;E. H. Sellards. 1941. Final report covering the period from March 4, 1939 ro September 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Friesenhahn Cave;29;-98.462502;0.126;0.0117;;;Late Pleistocene;;US;Texas;E. H. Sellards. 1941. Final report covering the period from March 4, 1939 ro September 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus columbi;Daytona;29.153363;-80.995747;2.588;0.0117;;;Pleistocene;;US;Florida;E. H. Sellards. 1916. Fossil vertebrates from Florida: A new Miocene fauna;;;
Mammuthus columbi;Mammuthus columbi;Waccasassa River VI;29.158333;-82.817222;2.58;0.0118;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Allen's Farm;29.2075;-81.003334;0.126;0.0117;5-1;;Late Pleistocene;;US;Florida;E. H. Sellards. 1916. Fossil vertebrates from Florida: A new Miocene fauna;;;
Mammuthus columbi;Mammuthus imperator;Allen's Farm;29.2075;-81.003334;0.126;0.0117;5-1;;Late Pleistocene;;US;;E. H. Sellards. 1916. Fossil vertebrates from Florida: A new Miocene fauna;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Allen's Farm;29.2075;-81.003334;0.126;0.0117;;;Late Pleistocene;;US;Florida;E. H. Sellards. 1916. Fossil vertebrates from Florida: A new Miocene fauna;;;
Mammuthus columbi;Mammuthus columbi;Silver Springs Fauna;29.2125;-82.221111;0.00984;0.00984;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Waccasassa River 2B and 3A;29.25;-82.616667;0.11;0.0115;5.4-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Ciudad Acuña, Coahuila;29.3166;-100.9166;0.24;0.012;7-1;;Rancholabrean;;MX;;;;;
Mammuthus columbi;Mammuthus columbi;Friesenhahn Cave;29.616667;-98.366667;0.012718;0.012718;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Friesenhahn Cave;29.616667;-98.366667;0.02;0.01;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Sims Bayou Local Fauna;29.625;-95.125;2.58;0.0118;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;McFaddin Beach;29.661949;-94.090271;0.24;0.012;5-1;;Rancholabrean;;US;Texas;C. J. Bell, W. Godwin, and K. M. Jenkins, P. J. Lewis. 2021. First fossil manatees in Texas, USA:\r\nTrichechus manatus bakerorum\r\nfrom Pleistocene beach deposits along the Gulf of Mexico. Palaeontologia Electronica 23(3):a47;;;
Mammuthus columbi;Mammuthus imperator;McFaddin Beach;29.661949;-94.090271;0.3;0.012;;;Rancholabrean;;US;;C. J. Bell, W. Godwin, and K. M. Jenkins, P. J. Lewis. 2021. First fossil manatees in Texas, USA:\r\nTrichechus manatus bakerorum\r\nfrom Pleistocene beach deposits along the Gulf of Mexico. Palaeontologia Electronica 23(3):a47;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;McFaddin Beach;29.661949;-94.090271;0.3;0.012;;;Rancholabrean;;US;Texas;C. J. Bell, W. Godwin, and K. M. Jenkins, P. J. Lewis. 2021. First fossil manatees in Texas, USA:\r\nTrichechus manatus bakerorum\r\nfrom Pleistocene beach deposits along the Gulf of Mexico. Palaeontologia Electronica 23(3):a47;;;
Mammuthus columbi;Mammuthus columbi;Norden;29.75;-82.616667;0.02;0.01;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Roberts;29.75;-82.616667;0.02;0.01;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Santa Fe IA;29.75;-82.616667;0.02;0.01;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Guest Mammoth [8MR130];29.866667;-82;0.01;0.0095;1;W;Early Holocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;Ichetucknee River;29.950001;-82.788002;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Ichetucknee River;29.950001;-82.788002;0.126;0.0117;;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Ichtucknee River 3B;29.975;-82.758333;0.02;0.0117;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Page-Ladson [8JE591];30.116667;-84;0.02;0.0001;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Priscilla Site [Aucilla River 2C] [8JE604];30.116667;-84;0.013;0.0105;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Ward Island 1;30.116667;-84;0.013;0.0105;1;W;;;;;;;;
Mammuthus columbi;Mammuthus imperator;One Mile East of Arizpe;30.333332;-110.166664;0.126;0.0117;5-1;;Late Pleistocene;;MX;;J. Cracraft. 1968. First record of the turkey Meleagris gallopavo from the Pleistocene of Mexico. The Condor 70(3):274;;;
